,Id,v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target
ID_17fafa202,ID_17fafa202,185000.0,0,6,0,1,1,1,2.0,3,1,4,0,1,1,3,2,5,5,5,0,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,c9bce3388,3,2,0,5,1.5,9,no,11.5,1,0,0,0,0,0,0,0,0,3,1.6666666,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,5,0,25,25,81,9,2.7777777,2.25,132.25,25,Non Vulnerable
ID_a0e526c10,ID_a0e526c10,185000.0,0,6,0,1,1,1,2.0,3,1,4,0,1,1,3,2,5,5,5,1,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,c9bce3388,3,2,0,5,1.5,9,no,11.5,0,1,0,0,0,0,0,0,0,3,1.6666666,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,8,1,64,25,81,9,2.7777777,2.25,132.25,64,Non Vulnerable
ID_ac3889fba,ID_ac3889fba,185000.0,0,6,0,1,1,1,2.0,3,1,4,0,1,1,3,2,5,5,5,9,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c9bce3388,3,2,0,5,1.5,9,no,11.5,0,0,0,1,0,0,0,0,0,3,1.6666666,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,36,81,1296,25,81,9,2.7777777,2.25,132.25,1296,Non Vulnerable
ID_ad4301d6d,ID_ad4301d6d,185000.0,0,6,0,1,1,1,2.0,3,1,4,0,1,1,3,2,5,5,5,0,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,c9bce3388,3,2,0,5,1.5,9,no,11.5,1,0,0,0,0,0,0,0,0,3,1.6666666,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,6,0,36,25,81,9,2.7777777,2.25,132.25,36,Non Vulnerable
ID_83d18a238,ID_83d18a238,0.0,0,5,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,16,0.0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,70c6cff30,1,2,0,3,.5,no,16,15.0,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,50,256,2500,9,0,1,1.0,0.25,225.0,2500,Non Vulnerable
ID_d84135516,ID_d84135516,0.0,0,5,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,8,0.0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,70c6cff30,1,2,0,3,.5,no,16,15.0,0,0,0,0,0,1,0,0,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,15,64,225,9,0,1,1.0,0.25,225.0,225,Non Vulnerable
ID_fca4774b0,ID_fca4774b0,0.0,0,5,0,1,1,0,0.0,0,1,1,0,2,2,0,3,3,3,3,14,0.0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,70c6cff30,1,2,0,3,.5,no,16,15.0,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,21,196,441,9,0,1,1.0,0.25,225.0,441,Non Vulnerable
ID_5e05f1f28,ID_5e05f1f28,0.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,1,0.0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8dcbd672c,0,3,1,3,.5,no,yes,3.0,0,1,0,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,78,1,6084,9,0,0,1.0,0.25,9.0,6084,Non Vulnerable
ID_296482501,ID_296482501,0.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8dcbd672c,0,3,1,3,.5,no,yes,3.0,0,0,1,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,24,36,576,9,0,0,1.0,0.25,9.0,576,Non Vulnerable
ID_1e32d5b8d,ID_1e32d5b8d,0.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,2,0.0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8dcbd672c,0,3,1,3,.5,no,yes,3.0,0,1,0,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,53,4,2809,9,0,0,1.0,0.25,9.0,2809,Non Vulnerable
ID_8611b82fd,ID_8611b82fd,80000.0,1,4,1,1,1,0,0.0,5,2,7,2,4,6,7,6,13,13,13,7,2.0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fd8a6d014,9,4,0,13,2.25,no,no,4.0,0,0,0,1,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,0,16,49,256,169,0,81,18.777779,5.0625,16.0,256,Extreme Poverty
ID_735924181,ID_735924181,80000.0,1,4,1,1,1,0,0.0,5,2,7,2,4,6,7,6,13,13,13,0,0.0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fd8a6d014,9,4,0,13,2.25,no,no,4.0,1,0,0,0,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,0,0,0,0,169,0,81,18.777779,5.0625,16.0,0,Extreme Poverty
ID_4abf9fda7,ID_4abf9fda7,80000.0,1,4,1,1,1,0,0.0,5,2,7,2,4,6,7,6,13,13,13,2,0.0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fd8a6d014,9,4,0,13,2.25,no,no,4.0,0,1,0,0,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,0,9,4,81,169,0,81,18.777779,5.0625,16.0,81,Extreme Poverty
ID_0162aa0ab,ID_0162aa0ab,80000.0,1,4,1,1,1,0,0.0,5,2,7,2,4,6,7,6,13,13,13,0,0.0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fd8a6d014,9,4,0,13,2.25,no,no,4.0,1,0,0,0,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,0,5,0,25,169,0,81,18.777779,5.0625,16.0,25,Extreme Poverty
ID_0edfb31d9,ID_0edfb31d9,80000.0,1,4,1,1,1,0,0.0,5,2,7,2,4,6,7,6,13,13,13,6,1.0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,fd8a6d014,9,4,0,13,2.25,no,no,4.0,0,0,1,0,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,0,14,36,196,169,0,81,18.777779,5.0625,16.0,196,Extreme Poverty
ID_126c8bc2a,ID_126c8bc2a,80000.0,1,4,1,1,1,0,0.0,5,2,7,2,4,6,7,6,13,13,13,1,0.0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fd8a6d014,9,4,0,13,2.25,no,no,4.0,0,1,0,0,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,0,8,1,64,169,0,81,18.777779,5.0625,16.0,64,Extreme Poverty
ID_8c48580ed,ID_8c48580ed,80000.0,1,4,1,1,1,0,0.0,5,2,7,2,4,6,7,6,13,13,13,0,0.0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fd8a6d014,9,4,0,13,2.25,no,no,4.0,1,0,0,0,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,0,7,0,49,169,0,81,18.777779,5.0625,16.0,49,Extreme Poverty
ID_9d13008e7,ID_9d13008e7,80000.0,1,4,1,1,1,0,0.0,5,2,7,2,4,6,7,6,13,13,13,0,0.0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fd8a6d014,9,4,0,13,2.25,no,no,4.0,1,0,0,0,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,0,45,0,2025,169,0,81,18.777779,5.0625,16.0,2025,Extreme Poverty
ID_6afdf7943,ID_6afdf7943,80000.0,1,4,1,1,1,0,0.0,5,2,7,2,4,6,7,6,13,13,13,2,2.0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,fd8a6d014,9,4,0,13,2.25,no,no,4.0,0,1,0,0,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,0,11,4,121,169,0,81,18.777779,5.0625,16.0,121,Extreme Poverty
ID_bbecc0baf,ID_bbecc0baf,80000.0,1,4,1,1,1,0,0.0,5,2,7,2,4,6,7,6,13,13,13,3,0.0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fd8a6d014,9,4,0,13,2.25,no,no,4.0,0,1,0,0,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,0,31,9,961,169,0,81,18.777779,5.0625,16.0,961,Extreme Poverty
ID_0805cd6ef,ID_0805cd6ef,80000.0,1,4,1,1,1,0,0.0,5,2,7,2,4,6,7,6,13,13,13,0,0.0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,fd8a6d014,9,4,0,13,2.25,no,no,4.0,1,0,0,0,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,0,3,0,9,169,0,81,18.777779,5.0625,16.0,9,Extreme Poverty
ID_ea0fdb215,ID_ea0fdb215,80000.0,1,4,1,1,1,0,0.0,5,2,7,2,4,6,7,6,13,13,13,9,0.0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fd8a6d014,9,4,0,13,2.25,no,no,4.0,0,0,0,1,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,0,24,81,576,169,0,81,18.777779,5.0625,16.0,576,Extreme Poverty
ID_3e84b332c,ID_3e84b332c,80000.0,1,4,1,1,1,0,0.0,5,2,7,2,4,6,7,6,13,13,13,4,0.0,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fd8a6d014,9,4,0,13,2.25,no,no,4.0,0,1,0,0,0,0,0,0,0,3,4.3333335,0,0,1,0,0,0,0,1,6,1,0,0,0,0,0,1,0,31,16,961,169,0,81,18.777779,5.0625,16.0,961,Extreme Poverty
ID_7b0b12431,ID_7b0b12431,0.0,0,6,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,a711554b0,0,3,1,3,.5,6,no,9.0,0,0,1,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,56,36,3136,9,36,0,1.0,0.25,81.0,3136,Non Vulnerable
ID_afdbbcd99,ID_afdbbcd99,0.0,0,6,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a711554b0,0,3,1,3,.5,6,no,9.0,0,0,1,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,70,36,4900,9,36,0,1.0,0.25,81.0,4900,Non Vulnerable
ID_fd76d0027,ID_fd76d0027,0.0,0,6,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,15,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,a711554b0,0,3,1,3,.5,6,no,9.0,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,1,1,3,1,0,0,0,0,0,1,0,28,225,784,9,36,0,1.0,0.25,81.0,784,Non Vulnerable
ID_d87c33f83,ID_d87c33f83,0.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,6,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0e0b899cb,2,2,0,4,yes,11,no,14.0,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,48,36,2304,16,121,4,1.7777778999999998,1.0,196.0,2304,Non Vulnerable
ID_e8ac8a62e,ID_e8ac8a62e,0.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0e0b899cb,2,2,0,4,yes,11,no,14.0,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,18,121,324,16,121,4,1.7777778999999998,1.0,196.0,324,Non Vulnerable
ID_866e2267c,ID_866e2267c,0.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0e0b899cb,2,2,0,4,yes,11,no,14.0,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,48,121,2304,16,121,4,1.7777778999999998,1.0,196.0,2304,Non Vulnerable
ID_b3241900a,ID_b3241900a,0.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,5,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0e0b899cb,2,2,0,4,yes,11,no,14.0,0,1,0,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,12,25,144,16,121,4,1.7777778999999998,1.0,196.0,144,Non Vulnerable
ID_2739d9a7d,ID_2739d9a7d,140000.0,0,5,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,14,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,713d63586,1,3,0,4,.33333334,no,14,13.333332999999998,0,0,0,0,0,0,0,1,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,28,196,784,16,0,1,1.7777778999999998,0.11111112,177.77777,784,Non Vulnerable
ID_bf63526c6,ID_bf63526c6,140000.0,0,5,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,14,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,713d63586,1,3,0,4,.33333334,no,14,13.333332999999998,0,0,0,0,0,0,0,1,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,27,196,729,16,0,1,1.7777778999999998,0.11111112,177.77777,729,Non Vulnerable
ID_8657e1d4e,ID_8657e1d4e,140000.0,0,5,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,2,1.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,713d63586,1,3,0,4,.33333334,no,14,13.333332999999998,0,1,0,0,0,0,0,0,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,10,4,100,16,0,1,1.7777778999999998,0.11111112,177.77777,100,Non Vulnerable
ID_ce88fb814,ID_ce88fb814,140000.0,0,5,0,1,1,1,1.0,1,1,2,0,2,2,1,3,4,4,4,12,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,713d63586,1,3,0,4,.33333334,no,14,13.333332999999998,0,0,0,0,0,0,1,0,0,3,1.3333334,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,23,144,529,16,0,1,1.7777778999999998,0.11111112,177.77777,529,Non Vulnerable
ID_0cffa3d12,ID_0cffa3d12,0.0,0,6,0,1,1,0,0.0,0,1,1,0,0,0,0,1,1,1,1,7,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4885fbef1,0,1,1,1,8,7,no,7.0,0,0,0,1,0,0,0,0,0,3,0.33333334,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,74,49,5476,1,49,0,0.11111112,64.0,49.0,5476,Vulnerable
ID_db43e7bc1,ID_db43e7bc1,0.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ac1cf1b12,0,2,1,2,yes,no,6,8.5,0,0,1,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,66,36,4356,4,0,0,0.44444448,1.0,72.25,4356,Non Vulnerable
ID_983e1c22b,ID_983e1c22b,0.0,0,5,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,11,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ac1cf1b12,0,2,1,2,yes,no,6,8.5,0,0,0,0,1,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,29,121,841,4,0,0,0.44444448,1.0,72.25,841,Non Vulnerable
ID_e5764edd9,ID_e5764edd9,90000.0,1,2,1,1,1,0,0.0,2,0,2,1,3,4,3,3,6,6,6,11,0.0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,f33a63d2e,3,3,0,6,yes,no,6,8.333333,0,0,0,0,1,0,0,0,0,1,6.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,25,121,625,36,0,9,36.0,1.0,69.444443,625,Non Vulnerable
